yob,gender,province_territory,hh_income,vote_for
1963,Woman,Quebec,60000,Conservative Party
1965,Woman,Ontario,70000,ndp
1991,Woman,Ontario,44000,Green Party
1960,Man,Quebec,83000,Liberal Party
1962,Man,Quebec,70000,Bloc Québécois
1972,Man,New Brunswick,100000,Liberal Party
1972,Man,Ontario,260000,Conservative Party
1970,Man,Quebec,40000,Bloc Québécois
1964,Woman,Quebec,175000,Bloc Québécois
1969,Woman,Ontario,110000,Conservative Party
1948,Woman,Quebec,25000,Liberal Party
1979,Man,Ontario,250000,ndp
1945,Woman,Ontario,70000,Green Party
1982,Woman,New Brunswick,69000,Conservative Party
1966,Man,Manitoba,110000,Liberal Party
1979,Woman,Quebec,125000,Liberal Party
1988,Man,Quebec,50000,Green Party
1981,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,130000,Bloc Québécois
1957,Man,Nova Scotia,66000,ndp
1982,Woman,Saskatchewan,100000,ndp
1949,Man,Ontario,77000,Liberal Party
1969,Man,Ontario,109000,Liberal Party
1978,Man,Ontario,71000,Liberal Party
1991,Man,Ontario,98000,Conservative Party
1994,Woman,Quebec,80000,Conservative Party
1973,Man,Manitoba,60000,Liberal Party
1986,Man,Quebec,100000,ndp
1961,Woman,Ontario,115000,ndp
2000,Woman,Ontario,34000,Green Party
1973,Woman,British Columbia,100000,Green Party
1985,Man,Ontario,20000,Conservative Party
1985,Man,Alberta,125000,Conservative Party
1995,Woman,Quebec,100000,ndp
1986,Woman,Ontario,240000,Liberal Party
1966,Man,Quebec,220000,ndp
1982,Woman,Ontario,275000,Another party (please specify)
1988,Woman,Quebec,20000,Liberal Party
1955,Woman,Quebec,33000,Bloc Québécois
1993,Man,British Columbia,50000,ndp
1980,Woman,Ontario,70000,Conservative Party
1959,Woman,Ontario,75000,Conservative Party
1951,Woman,Ontario,49000,Conservative Party
1977,Man,Quebec,57000,Bloc Québécois
1968,Man,Ontario,90000,Liberal Party
1973,Woman,Ontario,99000,Conservative Party
1990,Woman,Ontario,100000,Conservative Party
1988,Man,Quebec,72000,Liberal Party
1988,Man,Ontario,110000,Liberal Party
1965,Woman,British Columbia,60000,ndp
1988,Man,Ontario,80000,ndp
1987,Woman,Quebec,80000,Bloc Québécois
1971,Woman,Ontario,70000,ndp
1970,Woman,Ontario,120000,Conservative Party
1966,Man,Ontario,24000,Conservative Party
1987,Woman,Quebec,60000,People's Party
1998,Man,Ontario,50000,Conservative Party
1985,Woman,Alberta,125000,ndp
1986,Woman,Ontario,32000,Green Party
1953,Woman,Ontario,136000,ndp
1999,Woman,Ontario,20000,Green Party
1982,Man,Ontario,94000,Liberal Party
1979,Woman,Ontario,74000,Liberal Party
1956,Man,Ontario,125000,Liberal Party
1991,Woman,Quebec,85500,ndp
1987,Woman,Ontario,98000,Conservative Party
1965,Man,Quebec,175000,Liberal Party
1986,Woman,Ontario,140000,Liberal Party
1978,Man,Quebec,69000,Bloc Québécois
1953,Man,Quebec,19000,Liberal Party
1989,Woman,Ontario,26000,ndp
1987,Man,Ontario,60000,Green Party
1982,Man,Quebec,110000,ndp
1955,Man,Quebec,71000,Conservative Party
1961,Woman,Quebec,95000,Liberal Party
1939,Woman,Ontario,50000,Liberal Party
1962,Woman,Ontario,179000,Conservative Party
1978,Man,Ontario,300000,Conservative Party
1951,Man,Ontario,100000,Conservative Party
1962,Man,Quebec,275000,Liberal Party
1987,Woman,Ontario,38000,Conservative Party
1976,Woman,Ontario,95000,Conservative Party
1964,Woman,Alberta,55000,Conservative Party
1947,Man,Quebec,400000,Bloc Québécois
1976,Man,Quebec,255000,ndp
1960,Man,Quebec,300000,Liberal Party
1991,Man,Ontario,60000,ndp
1955,Woman,Quebec,17000,Bloc Québécois
1968,Woman,British Columbia,160000,ndp
1989,Woman,Quebec,75000,Green Party
1946,Man,Quebec,50000,Conservative Party
1962,Man,Ontario,35000,Conservative Party
1942,Man,Quebec,35000,Bloc Québécois
1950,Woman,Quebec,49000,ndp
1948,Man,Quebec,80000,Liberal Party
1985,Woman,Ontario,115000,Conservative Party
1964,Woman,Ontario,90000,ndp
1973,Woman,Quebec,152000,ndp
1990,Woman,British Columbia,23800,Liberal Party
1960,Woman,Ontario,75000,Liberal Party
1971,Man,Quebec,100000,Liberal Party
1967,Man,Quebec,13000,Bloc Québécois
1988,Woman,Alberta,430000,ndp
1957,Woman,Quebec,50000,Bloc Québécois
1964,Woman,Quebec,160000,Liberal Party
1959,Man,Quebec,200000,Liberal Party
1955,Woman,Ontario,24000,Conservative Party
1987,Woman,Ontario,70000,Conservative Party
1944,Man,Ontario,32000,Liberal Party
1957,Man,Quebec,23000,Bloc Québécois
2000,Man,Quebec,60000,Conservative Party
1982,Woman,British Columbia,75000,Liberal Party
1964,Woman,Ontario,85000,ndp
1990,Woman,Quebec,80000,Bloc Québécois
1951,Man,Quebec,78000,Liberal Party
1993,Woman,Alberta,35000,Conservative Party
1988,Woman,Alberta,28000,Liberal Party
1986,Woman,Ontario,120000,ndp
1997,Man,Ontario,25000,Liberal Party
1987,Man,Ontario,120000,Liberal Party
1986,Man,Alberta,85000,Liberal Party
1986,Woman,Quebec,120000,ndp
1988,Woman,Ontario,22000,Conservative Party
1995,Man,Ontario,25000,ndp
1982,Woman,Saskatchewan,115000,Liberal Party
1990,Woman,Ontario,60000,Liberal Party
1975,Woman,Ontario,108000,Liberal Party
1998,Man,Quebec,25000,ndp
1953,Man,Saskatchewan,80000,ndp
1949,Man,Quebec,60000,Bloc Québécois
1975,Man,Ontario,94000,Conservative Party
1999,Woman,Alberta,23000,Conservative Party
1987,Man,Alberta,1,Liberal Party
1986,Woman,Ontario,80000,Liberal Party
1989,Man,Ontario,160000,Green Party
1966,Man,Alberta,40000,ndp
1960,Woman,Saskatchewan,65000,Conservative Party
1946,Woman,Alberta,34000,ndp
1972,Woman,Quebec,53600,Conservative Party
1990,Man,Quebec,26000,Liberal Party
1976,Woman,Alberta,137000,Conservative Party
1976,Woman,Alberta,25000,ndp
1959,Man,Quebec,110000,Bloc Québécois
1969,Woman,British Columbia,45000,ndp
1971,Woman,British Columbia,80000,Conservative Party
1989,Woman,Ontario,95000,Liberal Party
1984,Woman,Quebec,130000,Conservative Party
1986,Woman,Ontario,75000,ndp
1979,Woman,Saskatchewan,130000,ndp
1968,Man,Quebec,300000,Liberal Party
1957,Man,Quebec,16000,Bloc Québécois
1987,Woman,Saskatchewan,180000,Conservative Party
1988,Woman,Quebec,70000,Bloc Québécois
1950,Man,Ontario,150000,Conservative Party
1992,Woman,British Columbia,100000,ndp
1959,Man,Quebec,120000,Conservative Party
1943,Woman,Ontario,36000,Liberal Party
1989,Man,Quebec,51000,ndp
1985,Man,Quebec,93000,People's Party
1949,Man,Quebec,90000,Liberal Party
1949,Man,Quebec,90000,Bloc Québécois
1983,Woman,Quebec,30000,Bloc Québécois
1981,Woman,Ontario,40000,Liberal Party
1986,Man,Quebec,71336,People's Party
1997,Man,British Columbia,24500,People's Party
1942,Man,Quebec,125000,Liberal Party
1950,Woman,Ontario,70000,Liberal Party
1980,Man,British Columbia,149000,Liberal Party
1985,Man,Ontario,120000,Green Party
1987,Man,Quebec,98000,Liberal Party
1948,Man,Quebec,115000,Bloc Québécois
1995,Man,Quebec,120000,Bloc Québécois
1986,Man,Ontario,90000,Green Party
1961,Man,Manitoba,181000,Liberal Party
1996,Man,Ontario,124000,Conservative Party
1962,Woman,Manitoba,70000,Green Party
1970,Man,Ontario,125000,Conservative Party
1946,Man,Quebec,63000,Liberal Party
1953,Woman,Alberta,35000,Conservative Party
1973,Woman,Quebec,23,Bloc Québécois
1994,Man,Ontario,12940,ndp
1971,Woman,British Columbia,120000,Conservative Party
1943,Man,British Columbia,80000,Green Party
1950,Man,Saskatchewan,90000,Conservative Party
1990,Woman,Quebec,49000,ndp
1987,Woman,Saskatchewan,160000,Conservative Party
1985,Woman,Quebec,40000,ndp
1986,Woman,Alberta,85000,Conservative Party
1961,Man,Quebec,34000,Conservative Party
1989,Woman,Quebec,24800,Green Party
1989,Woman,Quebec,95000,Liberal Party
1970,Woman,British Columbia,115000,Liberal Party
1966,Man,British Columbia,115675,Conservative Party
1988,Woman,Ontario,130000,Conservative Party
1953,Man,Quebec,70000,Liberal Party
1987,Woman,British Columbia,80000,Green Party
1991,Woman,British Columbia,99000,Liberal Party
1985,Man,Ontario,94000,Conservative Party
1990,Woman,Alberta,23000,Conservative Party
1970,Man,Quebec,13000,ndp
1987,Woman,Ontario,20000,ndp
1937,Man,Quebec,160000,Liberal Party
1988,Man,Quebec,110000,Conservative Party
1948,Man,Ontario,74999,Liberal Party
1950,Man,Quebec,60000,Bloc Québécois
1988,Man,Ontario,98000,Green Party
1993,Man,Alberta,28000,Conservative Party
1957,Man,British Columbia,175000,ndp
1995,Man,Quebec,150000,Liberal Party
1959,Woman,Quebec,28000,ndp
1955,Man,Manitoba,100000,Conservative Party
1967,Man,Ontario,96000,Green Party
1990,Man,Quebec,28000,Liberal Party
1994,Woman,Ontario,80000,ndp
1959,Man,Quebec,100005,Bloc Québécois
1948,Woman,Quebec,31000,Conservative Party
1988,Man,Alberta,70000,Conservative Party
1960,Woman,British Columbia,42000,Conservative Party
1944,Man,Ontario,84000,ndp
1994,Man,British Columbia,54000,Conservative Party
1952,Man,British Columbia,70000,Conservative Party
1985,Woman,Quebec,75000,ndp
1984,Man,Ontario,99000,People's Party
1993,Woman,British Columbia,45000,Conservative Party
1951,Man,Quebec,400000,Liberal Party
1995,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,80000,Liberal Party
1988,Man,Quebec,25000,ndp
1991,Woman,Saskatchewan,90000,Conservative Party
1960,Man,Ontario,135000,Liberal Party
1989,Woman,Ontario,90000,Liberal Party
1998,Woman,Ontario,170000,Liberal Party
1993,Woman,Ontario,65000,Liberal Party
1966,Woman,Alberta,35000,Conservative Party
1962,Woman,Quebec,150000,Liberal Party
1988,Woman,Ontario,170000,Liberal Party
1983,Man,Ontario,50000,Conservative Party
1996,Woman,Manitoba,90000,ndp
1968,Man,British Columbia,78000,Conservative Party
1992,Woman,Quebec,30000,ndp
1980,Woman,Alberta,85000,Conservative Party
1985,Man,Ontario,130000,Conservative Party
1959,Woman,Ontario,70000,Liberal Party
1978,Woman,Alberta,99000,Conservative Party
1969,Woman,British Columbia,90000,Green Party
1972,Woman,Ontario,200000,ndp
1980,Man,Alberta,90000,Conservative Party
1938,Man,Quebec,180000,Conservative Party
1993,Woman,Manitoba,62000,Conservative Party
1985,Man,Quebec,80000,Liberal Party
1965,Man,Quebec,69000,Liberal Party
1948,Man,Quebec,120000,Liberal Party
1955,Woman,Quebec,43000,Liberal Party
1979,Man,Quebec,120000,Bloc Québécois
1987,Woman,Alberta,90000,Conservative Party
1985,Man,Quebec,80000,Liberal Party
1990,Woman,Ontario,31000,Liberal Party
1985,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",British Columbia,26000,ndp
1993,Man,British Columbia,50000,Liberal Party
1983,Woman,Alberta,200000,Conservative Party
1982,Woman,Ontario,110000,Liberal Party
1983,Man,Quebec,65000,Liberal Party
1981,Man,Ontario,75000,Green Party
1963,Woman,Ontario,35000,Liberal Party
1964,Woman,Quebec,65000,Conservative Party
1991,Man,Ontario,45000,Conservative Party
1957,Man,Quebec,85000,Bloc Québécois
1965,Man,Quebec,57000,Bloc Québécois
1972,Man,Ontario,65000,Conservative Party
1967,Woman,Ontario,90000,ndp
1999,Woman,Manitoba,100000,ndp
1997,Woman,Ontario,70000,ndp
1975,Woman,Ontario,60000,Liberal Party
1987,Woman,Manitoba,51000,ndp
1964,Man,British Columbia,34800,ndp
1953,Man,Quebec,180000,Bloc Québécois
1996,Man,Ontario,32000,ndp
1984,Man,Quebec,103000,ndp
1988,Man,Quebec,102585,Conservative Party
1948,Woman,Quebec,250000,Liberal Party
1965,Man,Ontario,150000,Green Party
1956,Woman,Quebec,93000,Bloc Québécois
1985,Man,Quebec,125000,Bloc Québécois
1985,Man,British Columbia,56000,Liberal Party
1996,Man,Alberta,58000,Conservative Party
1948,Man,Ontario,30000,Liberal Party
1958,Woman,British Columbia,80000,Conservative Party
1998,Man,Ontario,123000,Liberal Party
1986,Woman,Ontario,91000,Liberal Party
1978,Man,Ontario,80000,Conservative Party
1954,Man,Quebec,140000,Liberal Party
1974,Woman,Ontario,140000,Liberal Party
1982,Woman,Alberta,85000,ndp
1969,Woman,Ontario,85000,Conservative Party
1954,Man,Ontario,15000,Conservative Party
1955,Man,Quebec,120000,Liberal Party
1964,Woman,Alberta,5000,Conservative Party
1988,Man,Quebec,95000,Liberal Party
1976,Woman,Alberta,55000,Conservative Party
1955,Man,British Columbia,60000,ndp
1994,Woman,British Columbia,20000,Liberal Party
1954,Woman,Quebec,41200,Bloc Québécois
1986,Man,Quebec,50000,Conservative Party
1989,Woman,Ontario,50000,ndp
1972,Man,British Columbia,300000,Liberal Party
1980,Woman,Quebec,100000,Liberal Party
1997,Man,Ontario,230000,Conservative Party
1994,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Manitoba,20000,ndp
1958,Woman,Ontario,50000,Conservative Party
1982,Man,Manitoba,250000,Conservative Party
1975,Man,Alberta,85000,Conservative Party
1954,Man,Ontario,115000,Conservative Party
1995,Man,Ontario,90000,People's Party
1959,Woman,Ontario,28000,Conservative Party
1985,Man,Quebec,49000,Conservative Party
1992,Man,Ontario,160000,ndp
1976,Woman,Alberta,10452,Conservative Party
1982,Man,Ontario,82000,ndp
1965,Woman,Ontario,24000,Conservative Party
1970,Woman,Ontario,420000,Liberal Party
1941,Man,Quebec,34000,Liberal Party
1942,Man,British Columbia,75000,Conservative Party
1966,Man,British Columbia,100000,Liberal Party
1983,Woman,Alberta,80000,People's Party
1967,Man,Ontario,108000,Liberal Party
1961,Woman,Quebec,65000,ndp
1990,Woman,Ontario,100000,Conservative Party
1969,Man,Alberta,370000,Conservative Party
1990,Woman,Saskatchewan,50000,ndp
1971,Man,Quebec,40000,Bloc Québécois
1961,Man,Alberta,84440,ndp
1951,Woman,Ontario,19000,ndp
1946,Woman,Quebec,40000,Conservative Party
1977,Man,Alberta,85000,Conservative Party
1984,Woman,Quebec,103000,Liberal Party
1947,Man,Quebec,55000,Liberal Party
1956,Woman,Alberta,155000,Conservative Party
1956,Man,Quebec,16000,Liberal Party
1957,Woman,Ontario,51000,Green Party
1994,Man,Quebec,58000,Bloc Québécois
1994,Man,Ontario,90000,Liberal Party
1997,Woman,British Columbia,28000,Conservative Party
1946,Man,British Columbia,150000,Conservative Party
1951,Man,Manitoba,40000,Conservative Party
1985,Woman,Quebec,120000,Liberal Party
1977,Man,Ontario,95000,Liberal Party
1955,Man,Ontario,84000,Liberal Party
1966,Man,Quebec,245000,Conservative Party
1947,Man,Quebec,50000,Bloc Québécois
1946,Man,Quebec,130000,Liberal Party
1945,Woman,Ontario,55000,ndp
1985,Woman,British Columbia,65000,ndp
1998,Woman,Quebec,20000,ndp
1984,Man,British Columbia,95000,Green Party
1948,Woman,Ontario,149000,Conservative Party
2001,Man,British Columbia,5000,Green Party
1972,Man,Ontario,500000,Conservative Party
1979,Man,Quebec,68000,Liberal Party
1978,Man,Quebec,55000,Bloc Québécois
1991,Woman,Quebec,137000,ndp
1983,Man,Alberta,90000,Liberal Party
1990,Woman,Ontario,29000,ndp
1971,Woman,Ontario,202000,Liberal Party
1943,Woman,Alberta,43000,Conservative Party
1996,Man,Ontario,50000,Liberal Party
1985,Man,Quebec,125000,Conservative Party
1991,Woman,Quebec,85000,Liberal Party
1992,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,25000,ndp
1960,Man,British Columbia,149000,Liberal Party
1978,Man,Ontario,110000,Liberal Party
1987,Man,Ontario,74000,Liberal Party
1951,Man,Quebec,90000,Liberal Party
1980,Woman,Ontario,127000,Liberal Party
1982,Man,Alberta,14812,Liberal Party
1989,Man,British Columbia,100000,People's Party
1983,Woman,Manitoba,50000,Conservative Party
1988,Woman,Quebec,25000,Bloc Québécois
1957,Man,Ontario,99000,Liberal Party
1992,Man,Ontario,61000,Liberal Party
1960,Man,Quebec,80000,Conservative Party
1955,Man,Ontario,120000,Liberal Party
1983,Woman,Quebec,115000,Liberal Party
1955,Man,Ontario,80000,Conservative Party
1984,Man,Quebec,55000,Bloc Québécois
1980,Man,British Columbia,89000,Green Party
1969,Man,Quebec,53000,Bloc Québécois
1942,Man,Ontario,200000,Another party (please specify)
1953,Man,Ontario,42000,Conservative Party
1948,Man,British Columbia,125000,Liberal Party
1999,Man,Ontario,30000,Liberal Party
1994,Man,Ontario,52000,Green Party
1935,Man,Alberta,49000,Conservative Party
1987,Man,Ontario,59000,ndp
1984,Man,British Columbia,100000,ndp
1990,Man,Alberta,395000,Liberal Party
1965,Man,Ontario,25000,ndp
1985,Woman,Saskatchewan,115000,Conservative Party
1987,Man,Ontario,110000,Liberal Party
1989,Man,Ontario,100000,ndp
1939,Man,Ontario,48000,Conservative Party
1994,Woman,British Columbia,102000,ndp
1991,Woman,British Columbia,34000,ndp
1971,Man,Saskatchewan,6,Liberal Party
1978,Woman,Saskatchewan,19000,ndp
1960,Woman,Ontario,20000,ndp
1965,Woman,Ontario,300000,Liberal Party
1993,Man,Ontario,80000,Liberal Party
1986,Woman,Alberta,50000,Conservative Party
1963,Man,Quebec,95000,Bloc Québécois
1953,Man,Ontario,180000,Liberal Party
1970,Man,Quebec,40000,Conservative Party
1964,Woman,Quebec,250000,Conservative Party
1966,Man,Ontario,150000,Conservative Party
1964,Man,Alberta,90000,Conservative Party
1952,Woman,Ontario,65000,Liberal Party
1960,Man,Manitoba,60000,Conservative Party
1961,Woman,Alberta,18000,Conservative Party
1991,Woman,Ontario,31000,ndp
1961,Man,Ontario,9700,ndp
1954,Woman,Ontario,40000,Conservative Party
1990,Woman,Quebec,100000,Green Party
1992,Woman,Alberta,43000,ndp
1969,Woman,Ontario,69000,ndp
1963,Woman,British Columbia,11000,Liberal Party
1973,Woman,Quebec,80000,Conservative Party
1991,Woman,Manitoba,99000,Liberal Party
1975,Woman,Quebec,120000,Liberal Party
1972,Woman,Ontario,39000,Liberal Party
1989,Man,Quebec,60000,Bloc Québécois
1940,Woman,Manitoba,19900,Liberal Party
1984,Woman,Ontario,35000,ndp
1990,Woman,Saskatchewan,140000,Conservative Party
1974,Man,Quebec,55000,Conservative Party
1973,Woman,Ontario,75000,Conservative Party
1989,Woman,Yukon,149000,Liberal Party
1988,Woman,Manitoba,30000,Another party (please specify)
1970,Woman,Ontario,103000,Liberal Party
1986,Woman,Quebec,119000,Liberal Party
1981,Woman,Ontario,50000,ndp
1993,Woman,Ontario,35000,Green Party
1988,Woman,Alberta,100000,ndp
1963,Man,Ontario,34999,ndp
1957,Woman,Manitoba,34000,Conservative Party
1981,Man,Ontario,75000,Liberal Party
1968,Man,Manitoba,175000,Conservative Party
1991,Man,Quebec,80000,Liberal Party
1984,Woman,British Columbia,120000,ndp
1968,Man,Quebec,130000,Conservative Party
1984,Woman,British Columbia,150000,Liberal Party
1977,Man,Quebec,180000,People's Party
1974,Man,Quebec,245000,Bloc Québécois
1986,Man,Quebec,350000,Bloc Québécois
1976,Man,Quebec,75000,Conservative Party
1968,Man,Quebec,150000,Another party (please specify)
1989,Man,British Columbia,100000,Conservative Party
1989,Woman,Quebec,35000,ndp
1985,Woman,Saskatchewan,150000,Liberal Party
1961,Woman,Manitoba,60000,Conservative Party
1945,Man,Alberta,50,Conservative Party
1977,Woman,Manitoba,40000,Conservative Party
1980,Woman,British Columbia,23000,ndp
1990,Woman,Saskatchewan,56000,ndp
1946,Woman,British Columbia,42000,Green Party
1990,Woman,Manitoba,20000,Conservative Party
1976,Woman,Alberta,24000,Green Party
1992,Woman,Alberta,200000,Liberal Party
1964,Man,Manitoba,65000,Conservative Party
1989,Woman,British Columbia,82000,Liberal Party
1992,Woman,British Columbia,50000,ndp
1995,Woman,British Columbia,15000,ndp
1994,Woman,Manitoba,80000,Liberal Party
1991,Woman,British Columbia,58000,Liberal Party
1981,Woman,Saskatchewan,114000,ndp
1986,Woman,British Columbia,62000,ndp
1937,Woman,Alberta,56000,People's Party
1971,Woman,Manitoba,200000,Liberal Party
1962,Man,Saskatchewan,180000,Conservative Party
1975,Man,British Columbia,100000,Liberal Party
1987,Man,British Columbia,105000,Liberal Party
1975,Woman,Manitoba,102000,Liberal Party
1967,Woman,Alberta,112000,Conservative Party
1989,Woman,Alberta,86000,Conservative Party
