resp,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
3546,rural,south west,20,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3547,rural,central 1,15,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
3548,rural,south west,37,never attended,currently married,0,0.518,-0.2540235000400994
3549,rural,east central,15,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3550,rural,east central,18,secondary/post-primary,divorced or separated,1,0.53,-0.03442659358543225
3551,urban,kampala,21,primary/middle school,currently living with partner,1,0.639,1.9602453067111254
3552,rural,east central,26,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3553,urban,kampala,11,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3554,urban,kampala,10,secondary/post-primary,never married,0,0.639,1.9602453067111254
3555,rural,north,11,primary/middle school,currently married,0,0.475,-1.0409124148359898
3556,rural,karamoja,17,never attended,currently married,0,0.45,-1.4984059699498786
3557,rural,west nile,28,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
3558,rural,south west,18,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3559,rural,west nile,38,primary/middle school,currently married,0,0.486,-0.8396152505858784
3560,rural,north,10,primary/middle school,currently married,0,0.475,-1.0409124148359898
3561,rural,north,26,never attended,currently married,0,0.475,-1.0409124148359898
3562,rural,western,33,primary/middle school,currently married,0,0.499,-0.6017186019266556
3563,rural,north,18,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3564,rural,western,13,secondary/post-primary,never married,0,0.499,-0.6017186019266556
3565,urban,kampala,17,secondary/post-primary,never married,0,0.639,1.9602453067111254
3566,rural,western,25,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3567,rural,south west,30,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3568,rural,north,33,primary/middle school,widow or widower,0,0.475,-1.0409124148359898
3569,urban,north,14,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3570,rural,central 2,16,never attended,currently living with partner,0,0.586,0.990358969869679
3571,rural,eastern,18,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3572,urban,western,21,secondary/post-primary,divorced or separated,0,0.499,-0.6017186019266556
3573,rural,western,37,never attended,currently living with partner,1,0.499,-0.6017186019266556
3574,rural,south west,30,never attended,divorced or separated,0,0.518,-0.2540235000400994
3575,rural,north,20,primary/middle school,currently married,0,0.475,-1.0409124148359898
3576,urban,kampala,24,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3577,urban,east central,37,secondary/post-primary,currently married,1,0.53,-0.03442659358543225
3578,rural,west nile,18,secondary/post-primary,divorced or separated,0,0.486,-0.8396152505858784
3579,rural,central 2,18,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3580,rural,western,14,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3581,rural,north,32,primary/middle school,currently married,0,0.475,-1.0409124148359898
3582,rural,north,26,primary/middle school,currently married,0,0.475,-1.0409124148359898
3583,rural,central 2,35,primary/middle school,currently married,0,0.586,0.990358969869679
3584,urban,kampala,29,primary/middle school,currently married,1,0.639,1.9602453067111254
3585,rural,eastern,27,primary/middle school,currently married,0,0.526,-0.10762556240365462
3586,rural,north,12,primary/middle school,currently married,0,0.475,-1.0409124148359898
3587,urban,kampala,21,secondary/post-primary,never married,0,0.639,1.9602453067111254
3588,rural,central 2,16,tertiary/post-secondary,divorced or separated,0,0.586,0.990358969869679
3589,rural,west nile,14,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
3590,rural,north,22,tertiary/post-secondary,currently married,0,0.475,-1.0409124148359898
3591,urban,east central,14,secondary/post-primary,divorced or separated,1,0.53,-0.03442659358543225
3592,urban,kampala,11,primary/middle school,never married,0,0.639,1.9602453067111254
3593,rural,eastern,8,primary/middle school,never married,0,0.526,-0.10762556240365462
3594,urban,south west,22,tertiary/post-secondary,currently living with partner,1,0.518,-0.2540235000400994
3595,rural,west nile,19,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
3596,rural,east central,8,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
3597,urban,kampala,19,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3598,rural,east central,37,primary/middle school,divorced or separated,1,0.53,-0.03442659358543225
3599,rural,south west,15,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
3600,urban,north,21,never attended,currently married,0,0.475,-1.0409124148359898
3601,rural,western,16,primary/middle school,never married,0,0.499,-0.6017186019266556
3602,rural,west nile,16,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
3603,urban,kampala,9,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
3604,urban,central 1,25,secondary/post-primary,divorced or separated,0,0.54,0.14857082846012368
3605,rural,south west,35,never attended,currently married,0,0.518,-0.2540235000400994
3606,rural,north,21,never attended,currently living with partner,1,0.475,-1.0409124148359898
3607,rural,central 1,9,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
3608,urban,kampala,14,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
3609,rural,east central,19,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
3610,rural,east central,17,primary/middle school,never married,0,0.53,-0.03442659358543225
3611,rural,eastern,8,secondary/post-primary,never married,0,0.526,-0.10762556240365462
3612,rural,south west,30,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3613,urban,kampala,15,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3614,rural,south west,15,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3615,urban,kampala,23,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3616,rural,western,40,primary/middle school,widow or widower,0,0.499,-0.6017186019266556
3617,rural,south west,10,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3618,rural,west nile,10,primary/middle school,currently married,0,0.486,-0.8396152505858784
3619,urban,kampala,10,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3620,urban,kampala,14,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3621,urban,kampala,13,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3622,urban,south west,11,secondary/post-primary,never married,0,0.518,-0.2540235000400994
3623,urban,kampala,35,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
3624,urban,north,12,primary/middle school,never married,0,0.475,-1.0409124148359898
3625,rural,south west,22,primary/middle school,currently married,0,0.518,-0.2540235000400994
3626,rural,central 2,18,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
3627,urban,kampala,34,tertiary/post-secondary,currently married,1,0.639,1.9602453067111254
3628,rural,north,39,primary/middle school,currently married,0,0.475,-1.0409124148359898
3629,rural,south west,32,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3630,rural,western,38,primary/middle school,currently married,1,0.499,-0.6017186019266556
3631,rural,west nile,20,primary/middle school,currently married,0,0.486,-0.8396152505858784
3632,rural,central 2,11,primary/middle school,currently married,0,0.586,0.990358969869679
3633,rural,western,22,primary/middle school,currently married,0,0.499,-0.6017186019266556
3634,urban,kampala,14,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
3635,rural,east central,19,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3636,urban,kampala,15,tertiary/post-secondary,currently married,0,0.639,1.9602453067111254
3637,urban,south west,19,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
3638,urban,kampala,10,secondary/post-primary,never married,0,0.639,1.9602453067111254
3639,rural,karamoja,38,never attended,currently married,0,0.45,-1.4984059699498786
3640,rural,north,23,secondary/post-primary,divorced or separated,1,0.475,-1.0409124148359898
3641,urban,kampala,9,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
3642,rural,central 1,10,secondary/post-primary,never married,0,0.54,0.14857082846012368
3643,rural,north,35,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
3644,rural,eastern,14,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3645,rural,central 2,19,never attended,currently living with partner,0,0.586,0.990358969869679
3646,rural,west nile,29,primary/middle school,currently married,0,0.486,-0.8396152505858784
3647,rural,eastern,31,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3648,rural,karamoja,26,never attended,currently living with partner,0,0.45,-1.4984059699498786
3649,urban,western,10,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
3650,rural,central 2,17,primary/middle school,currently living with partner,0,0.586,0.990358969869679
3651,rural,east central,19,primary/middle school,currently married,0,0.53,-0.03442659358543225
3652,urban,kampala,20,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
3653,urban,kampala,18,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3654,rural,south west,14,primary/middle school,currently married,0,0.518,-0.2540235000400994
3655,rural,west nile,28,primary/middle school,currently married,0,0.486,-0.8396152505858784
3656,rural,east central,31,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
3657,rural,north,30,never attended,currently married,0,0.475,-1.0409124148359898
3658,urban,kampala,21,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
3659,rural,south west,26,secondary/post-primary,currently living with partner,1,0.518,-0.2540235000400994
3660,rural,eastern,10,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3661,rural,south west,20,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3662,urban,kampala,13,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
3663,rural,east central,38,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
3664,urban,eastern,22,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
3665,rural,east central,11,secondary/post-primary,currently living with partner,0,0.53,-0.03442659358543225
3666,rural,east central,8,primary/middle school,currently married,0,0.53,-0.03442659358543225
3667,urban,kampala,30,secondary/post-primary,currently married,0,0.639,1.9602453067111254
3668,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
3669,rural,western,29,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
3670,urban,western,17,secondary/post-primary,divorced or separated,0,0.499,-0.6017186019266556
3671,urban,western,29,primary/middle school,widow or widower,0,0.499,-0.6017186019266556
